"genre","publisher","developer","critic_score","release_date","total_sales","release_Month"
"Misc","System 3","Unknown",NA,2013-11-29,NA,11
"Misc","System 3","Unknown",NA,2013-11-29,NA,11
"Misc","Ocean Software","Unknown",NA,1994-01-01,NA,1
"Misc","GungHo","Unknown",NA,2012-12-15,NA,12
"Misc","Culture Brain","Culture Brain",NA,2003-03-28,NA,3
"Misc","Taito","Taito Corporation",NA,1997-04-04,NA,4
"Misc","D3Publisher","Unknown",NA,2011-05-23,NA,5
"Misc","The Voxel Agents","Unknown",NA,2013-01-31,NA,1
"Misc","Microsoft","BlackPwn",NA,2009-04-12,NA,4
"Misc","Pinpin Team","Unknown",NA,2014-01-30,NA,1
"Misc","Unknown","Unknown",NA,2014-05-15,NA,5
"Misc","Microsoft","Raccoon456",NA,2009-12-11,NA,12
"Misc","Unknown","Q Entertainment",NA,NA,NA,NA
"Misc","11 bit studios","Unknown",NA,2014-05-29,NA,5
"Misc","11 bit studios","Unknown",NA,2014-07-01,NA,7
"Misc","11 bit studios","Unknown",NA,2014-05-29,NA,5
"Misc","11 bit studios","Unknown",NA,2014-05-29,NA,5
"Misc","Masaya","Unknown",NA,2014-04-18,NA,4
"Misc","Square Enix","Unknown",NA,2012-07-11,NA,7
"Misc","Camerica","Codemasters",NA,1991-01-01,NA,1
"Misc","Camerica","Codemasters",NA,1992-01-01,NA,1
"Misc","Tribute Games","Unknown",NA,2014-10-01,NA,10
"Misc","Tribute Games","Unknown",NA,2014-10-01,NA,10
"Misc","Fallen Tree Games","Unknown",NA,2013-06-29,NA,6
"Misc","Fallen Tree Games","Unknown",NA,2013-06-04,NA,6
"Misc","Fallen Tree Games","Unknown",NA,2011-12-21,NA,12
"Misc","Unknown","Unknown",NA,2014-02-20,NA,2
"Misc","IBM","Virtual Music",NA,1995-01-01,NA,1
"Misc","Sony Computer Entertainment","SCEI",NA,1997-07-10,NA,7
"Misc","Mobest Media","Unknown",NA,2012-12-13,NA,12
"Misc","Mobest Media","Unknown",NA,2012-12-12,NA,12
"Misc","Agetec","Unknown",NA,2012-06-05,NA,6
"Misc","Agetec","Unknown",NA,2012-06-05,NA,6
"Misc","Jupiter Corporation","Unknown",NA,2013-07-25,NA,7
"Misc","MinMax Games Ltd.","Unknown",NA,2015-01-01,NA,1
"Misc","MinMax Games Ltd.","Unknown",NA,2015-01-01,NA,1
"Misc","Microsoft","GZ Storm",NA,2011-07-16,NA,7
"Misc","Sony Computer Entertainment","Sony Computer Entertainment America",NA,2010-05-11,NA,5
"Misc","SNK","SNK Corporation",NA,1992-04-24,NA,4
"Misc","SNK","SNK Corporation",NA,1991-08-30,NA,8
"Misc","SNK","Saurus",NA,1995-03-10,NA,3
"Misc","Saurus","Saurus",NA,1995-04-07,NA,4
"Misc","Taito","Taito Corporation",NA,2006-08-10,NA,8
"Misc","Success","Success",NA,2008-05-29,NA,5
"Misc","Hudson Soft","Xing Inc.",NA,2010-12-08,NA,12
"Misc","Sega","Sega",NA,1992-05-29,NA,5
"Misc","Takara","Takara",NA,1992-08-07,NA,8
"Misc","Unknown","Games Express",NA,1992-01-01,NA,1
"Misc","Success","Success",NA,2006-12-14,NA,12
"Misc","MLB.com","Unknown",NA,2014-07-01,NA,7
"Misc","MLB.com","Unknown",NA,2014-07-01,NA,7
"Misc","MLB.com","Unknown",NA,2014-07-01,NA,7
"Misc","MLB.com","Unknown",NA,2014-07-01,NA,7
"Misc","Ubisoft","Unknown",NA,2013-10-17,NA,10
"Misc","Ubisoft","Ubisoft",NA,2009-12-28,NA,12
"Misc","Ubisoft","Unknown",NA,2012-11-13,NA,11
"Misc","Unknown","Unknown",NA,2014-04-25,NA,4
"Misc","Unknown","Unknown",NA,2014-04-25,NA,4
"Misc","Unknown","Unknown",NA,2014-04-25,NA,4
"Misc","Intermarum","Unknown",NA,2015-01-01,NA,1
"Misc","Enjoy Gaming ltd.","Unknown",NA,2013-11-28,NA,11
"Misc","Konami","Konami",NA,1989-08-25,NA,8
"Misc","Nintendo","Nintendo",NA,1991-02-01,NA,2
"Misc","Nintendo","Nintendo R&D1",NA,2011-06-06,NA,6
"Misc","Microsoft","radiangames",NA,2010-11-11,NA,11
"Misc","Mobage","Unknown",NA,2012-05-15,NA,5
"Misc","Plug In Digital","Unknown",NA,2014-05-16,NA,5
"Misc","Plug In Digital","Unknown",NA,2014-05-16,NA,5
"Misc","NEOCYON","Unknown",NA,2013-05-22,NA,5
"Misc","UFO Interactive","Unknown",NA,2014-04-29,NA,4
"Misc","Perfect World Entertainment","Unknown",NA,2012-10-24,NA,10
"Misc","Polarbit","Unknown",NA,2014-01-09,NA,1
"Misc","Unknown","Unknown",NA,2014-01-20,NA,1
"Misc","BeLight Software","Unknown",NA,2013-01-04,NA,1
"Misc","Unknown","Unknown",NA,2015-01-01,NA,1
"Misc","Unknown","Unknown",NA,2015-01-01,NA,1
"Misc","Unknown","Unknown",NA,2015-01-01,NA,1
"Misc","EastAsiaSoft","Unknown",NA,2013-12-03,NA,12
"Misc","Bandai","Enterbrain",NA,2001-05-31,NA,5
"Misc","SilverStar","SilverStar",NA,2009-07-14,NA,7
"Misc","Tecmo","Net Corporation",NA,2003-10-23,NA,10
"Misc","Tecmo","Net Corporation",NA,2004-10-28,NA,10
"Misc","Tecmo","Net Corporation",NA,2005-06-23,NA,6
"Misc","Victor Interactive","Victor Interactive Software",NA,1998-09-17,NA,9
"Misc","Unknown","FreshGames, LLC",NA,NA,NA,NA
"Misc","Victor Interactive","Victor Interactive Software",NA,1998-09-17,NA,9
"Misc","Sony Computer Entertainment","Unknown",NA,2012-08-28,NA,8
"Misc","Microsoft","ProjectorGames",NA,2009-12-10,NA,12
"Misc","Crescent Moon Games","Unknown",NA,2013-03-20,NA,3
"Misc","Crescent Moon Games","Unknown",NA,2013-12-06,NA,12
"Misc","Crescent Moon Games","Unknown",NA,2013-12-06,NA,12
"Misc","Crescent Moon Games","Unknown",NA,2013-12-06,NA,12
"Misc","Team 17","Unknown",NA,2014-01-01,NA,1
"Misc","Team 17","Unknown",NA,2014-01-01,NA,1
"Misc","Team 17","Unknown",NA,2014-01-01,NA,1
"Misc","Ubisoft","Unknown",NA,2013-11-07,NA,11
"Misc","Ubisoft","Ubisoft Montpellier",NA,2006-12-05,NA,12
"Misc","Ubisoft","Ubisoft Montpellier",NA,2006-11-14,NA,11
"Misc","Unknown","Ubisoft Paris",NA,NA,NA,NA
"Misc","Renegade Kid","Unknown",NA,2016-01-01,NA,1
"Misc","Renegade Kid","Unknown",NA,2016-01-01,NA,1
"Misc","Renegade Kid","Unknown",NA,2016-01-01,NA,1
"Misc","Microsoft","Von Chrono",NA,2009-03-17,NA,3
"Misc","1C Company","Unknown",NA,2003-12-11,NA,12
"Misc","Pony Canyon","Pony Canyon",NA,2000-12-14,NA,12
"Misc","The Learning Company","The Learning Company",NA,1989-01-01,NA,1
"Misc","The Learning Company","The Learning Company",NA,1993-01-01,NA,1
"Misc","The Learning Company","The Learning Company",NA,1993-01-01,NA,1
"Misc","Unknown","The Learning Company",NA,NA,NA,NA
"Misc","Unknown","Graffiti Entertainment",NA,NA,NA,NA
"Misc","Unknown","The Learning Company",NA,1998-01-01,NA,1
"Misc","Unknown","The Learning Company",NA,1997-01-01,NA,1
"Misc","Beatshapers","Unknown",NA,2014-07-01,NA,7
"Misc","Unknown","Unknown",NA,2014-04-16,NA,4
"Misc","Vivid Games","Unknown",NA,2013-09-17,NA,9
"Misc","Vivid Games","Unknown",NA,2013-03-13,NA,3
"Misc","Vivid Games","Unknown",NA,2014-02-27,NA,2
"Misc","Strategy First","Unknown",NA,2014-04-01,NA,4
"Misc","Panasonic Interactive Media","Nippon Data Works",NA,1994-01-01,NA,1
"Misc","Electronic Arts","Unknown",NA,2013-03-10,NA,3
"Misc","Reliance Big Entertainment UK Private Ltd","Unknown",NA,2011-09-15,NA,9
"Misc","Hexage.net","Unknown",NA,2013-09-20,NA,9
"Misc","Hexage.net","Unknown",NA,2013-09-20,NA,9
"Misc","Hexage.net","Unknown",NA,2013-09-20,NA,9
"Misc","Hexage.net","Unknown",NA,2013-09-20,NA,9
"Misc","Hexage.net","Unknown",NA,2013-09-20,NA,9
"Misc","PlanetG","Unknown",NA,2014-02-27,NA,2
"Misc","Microsoft","Meta",NA,2009-12-04,NA,12
"Misc","Halfbrick Studios","Unknown",NA,2014-04-07,NA,4
"Misc","Unknown","Grasshopper Manufacture",NA,NA,NA,NA
"Misc","Active Data Online Pty Ltd","Unknown",NA,2014-04-01,NA,4
"Misc","Tomy Corporation","Tomy Corporation",NA,1998-12-11,NA,12
"Misc","Harmonix Music Systems","Unknown",NA,2014-07-01,NA,7
"Misc","Big Fish Games","Unknown",NA,2013-10-17,NA,10
"Misc","Big Fish Games","Unknown",NA,2013-10-17,NA,10
"Misc","Unknown","Unknown",NA,NA,NA,NA
"Misc","Unknown","Unknown",NA,2015-04-01,NA,4
"Misc","Unknown","Unknown",NA,2015-04-01,NA,4
"Misc","Yanim Studio","Unknown",NA,2018-01-01,NA,1
"Misc","Yanim Studio","Unknown",NA,2018-01-01,NA,1
"Misc","Unknown","Unknown",NA,2010-12-10,NA,12
"Misc","HuCast","Unknown",NA,2015-01-01,NA,1
"Misc","HuCast","Unknown",NA,2014-01-27,NA,1
"Misc","Microsoft","North Squard",NA,2009-08-03,NA,8
"Misc","Phantom EFX","PhantomEFX",NA,2008-09-02,NA,9
"Misc","Phantom EFX","Phantom EFX",NA,2008-09-02,NA,9
"Misc","Unknown","Phantom EFX, Inc.",NA,NA,NA,NA
"Misc","Phantom EFX","Phantom EFX",NA,2008-09-02,NA,9
"Misc","Kiss","Unknown",NA,1993-01-01,NA,1
"Misc","Unknown","Unknown",NA,2015-01-01,NA,1
"Misc","Unknown","Unknown",NA,2014-01-21,NA,1
"Misc","Unknown","Unknown",NA,2014-01-21,NA,1
"Misc","Microsoft","JJJ",NA,2009-05-12,NA,5
"Misc","Screen 7","Unknown",NA,2014-03-20,NA,3
"Misc","Secret Exit Ltd.","Unknown",NA,2014-01-10,NA,1
"Misc","Secret Exit Ltd.","Unknown",NA,2014-01-10,NA,1
"Misc","Unknown","Unknown",NA,2014-02-04,NA,2
"Misc","Unknown","Unknown",NA,2009-05-28,NA,5
"Misc","Unknown","Unknown",NA,2009-05-28,NA,5
"Misc","Unknown","Unknown",NA,2009-05-28,NA,5
"Misc","Tripwire Interactive","Unknown",NA,2011-05-04,NA,5
"Misc","Tripwire Interactive","Unknown",NA,2011-05-04,NA,5
"Misc","Tripwire Interactive","Unknown",NA,2011-05-04,NA,5
"Misc","Cartoon Network","Unknown",NA,2014-04-11,NA,4
"Misc","Buka Entertainment","Unknown",NA,2008-09-25,NA,9
"Misc","Riverhillsoft","River Hill Software",NA,1997-03-14,NA,3
"Misc","Unknown","Unknown",NA,NA,NA,NA
"Misc","MobCrete, Inc.","Unknown",NA,2014-04-16,NA,4
"Misc","MobCrete, Inc.","Unknown",NA,2014-04-16,NA,4
"Misc","Rocket Company","Rocket Company",NA,2008-04-24,NA,4
"Misc","Rocket Company","Rocket Company",NA,2009-12-03,NA,12
"Misc","Neko Entertainment","Unknown",NA,2014-05-23,NA,5
"Misc","Hi Tech Expressions","RSP",NA,1990-05-01,NA,5
"Misc","Microsoft","Entrager",NA,2009-02-11,NA,2
"Misc","Arc System Works","Unknown",NA,2014-02-27,NA,2
"Misc","Arc System Works","Unknown",NA,2014-02-27,NA,2
"Misc","IE Institute","IE Institute",NA,2010-04-28,NA,4
"Misc","IE Institute","IE Institute",NA,2009-12-16,NA,12
"Misc","IE Institute","IE Institute",NA,2010-01-20,NA,1
"Misc","IE Institute","IE Institute",NA,2010-02-03,NA,2
"Misc","IE Institute","IE Institute",NA,2010-03-10,NA,3
"Misc","IE Institute","IE Institute",NA,2010-03-10,NA,3
"Misc","IE Institute","IE Institute",NA,2010-04-07,NA,4
"Misc","Coconuts Japan","Coconuts Japan",NA,1995-04-14,NA,4
"Misc","Unknown","Unknown",NA,2014-04-05,NA,4
"Misc","TransGaming","Unknown",NA,2014-04-02,NA,4
"Misc","UFO Interactive","Unknown",NA,2015-01-01,NA,1
"Misc","UFO Interactive","Unknown",NA,2013-07-03,NA,7
"Misc","Capcom","Unknown",NA,2006-02-07,NA,2
"Misc","Capcom","Unknown",NA,2011-09-20,NA,9
"Misc","Capcom","Unknown",NA,2011-09-20,NA,9
"Misc","TeamLava","Unknown",NA,2010-12-20,NA,12
"Misc","Microsoft","SmileBoom",NA,2009-11-05,NA,11
"Misc","Microsoft","SoNotSoft dot com",NA,2008-12-28,NA,12
"Misc","Vblank Entertainment Inc.","Unknown",NA,2012-10-09,NA,10
"Misc","Vblank Entertainment Inc.","Unknown",NA,2012-10-09,NA,10
"Misc","Shaun Inman","Unknown",NA,2014-05-19,NA,5
"Misc","Shaun Inman","Unknown",NA,2014-05-19,NA,5
"Misc","Unknown","Unknown",NA,2014-05-23,NA,5
"Misc","Unknown","QuimbyRBG",NA,NA,NA,NA
"Misc","Microsoft","Microsoft",NA,1996-03-31,NA,3
"Misc","3909 LLC","Unknown",NA,2018-10-18,NA,10
"Misc","Unknown","Unknown",NA,2020-12-31,NA,12
"Misc","Unknown","Unknown",NA,2020-12-31,NA,12
"Misc","Unknown","Unknown",NA,2020-12-31,NA,12
"Misc","HAL Laboratory","HAL Laboratory",NA,1989-10-18,NA,10
"Misc","Cypronia","Unknown",NA,2013-03-14,NA,3
"Misc","SoftEgg Enterprises","SoftEgg Enterprises",NA,2010-08-09,NA,8
"Misc","Unknown","SoftEgg Enterprises",NA,NA,NA,NA
"Misc","SoftEgg Enterprises","Unknown",NA,2013-06-20,NA,6
"Misc","SoftEgg Enterprises","Unknown",NA,2013-06-20,NA,6
"Misc","Alpha Unit","Alpha Unit",NA,2009-04-09,NA,4
"Misc","Sega","Unknown",NA,2013-10-30,NA,10
"Misc","Unknown","Sonic Boom Games",NA,2010-07-20,NA,7
"Misc","Simon & Schuster Interactive","Pearson Software",NA,1999-01-01,NA,1
"Misc","Simon & Schuster Interactive","Pearson Software",NA,1994-01-01,NA,1
"Misc","DreamCatcher Interactive","Unknown",NA,2008-04-01,NA,4
"Misc","Apprope","Unknown",NA,2014-04-15,NA,4
"Misc","Unknown","Unknown",NA,NA,NA,NA
"Misc","Unknown","Unknown",NA,NA,NA,NA
"Misc","Unknown","Unknown",NA,2012-10-23,NA,10
"Misc","Unknown","Unknown",NA,2012-04-08,NA,4
"Misc","Kadokawa Shoten","Kadokawa Shoten",NA,2000-08-10,NA,8
"Misc","Microsoft","Mookie",NA,2009-05-28,NA,5
"Misc","Unknown","Unknown",NA,2013-08-15,NA,8
"Misc","Unknown","Unknown",NA,NA,NA,NA
"Misc","Unknown","Unknown",NA,NA,NA,NA
"Misc","Unknown","Unknown",NA,NA,NA,NA
"Misc","Unknown","Unknown",NA,NA,NA,NA
"Misc","Activision Value","Unknown",NA,2004-02-05,NA,2
"Misc","Namco Bandai Games","Unknown",NA,2015-01-01,NA,1
"Misc","Odenis Studio","Unknown",NA,2012-09-20,NA,9
"Misc","InnoGames","Unknown",NA,2014-10-01,NA,10
"Misc","Infocom, Inc.","Unknown",NA,2020-12-31,NA,12
"Misc","Nintendo","Nintendo",NA,2009-05-27,NA,5
"Misc","Spry Fox","Unknown",NA,2015-01-01,NA,1
"Misc","Spry Fox","Unknown",NA,2014-08-05,NA,8
"Misc","Wanadoo Edition","Unknown",NA,2002-11-15,NA,11
"Misc","Gogii Games","Unknown",NA,2014-01-11,NA,1
"Misc","Strategy First","Unknown",NA,2014-04-17,NA,4
"Misc","Teyon Entertainment","Unknown",NA,2012-10-11,NA,10
"Misc","Teyon Entertainment","Unknown",NA,2013-12-04,NA,12
"Misc","Teyon Entertainment","Unknown",NA,2014-07-01,NA,7
"Misc","Adult Swim","Unknown",NA,2011-04-19,NA,4
"Misc","Adult Swim","Unknown",NA,2010-08-01,NA,8
"Misc","Adult Swim","Unknown",NA,2013-07-12,NA,7
"Misc","Sony Online Entertainment","Sony Online Entertainment",NA,2005-05-11,NA,5
"Misc","Vap","Namco",NA,1990-01-01,NA,1
"Misc","Unknown","Unknown",NA,2014-06-14,NA,6
"Misc","Microsoft","Stinky Badger Games",NA,2011-08-03,NA,8
"Misc","MTV Games","Backbone Entertainment / Harmonix Music Systems",8,2010-03-11,NA,3
"Misc","Unknown","Harmonix Music Systems",NA,NA,NA,NA
"Misc","Unknown","Harmonix Music Systems",NA,NA,NA,NA
"Misc","Unknown","Harmonix Music Systems",NA,NA,NA,NA
"Misc","Sega","Sega",NA,1992-10-15,NA,10
"Misc","Microsoft","ChefTeslaCoil",NA,2009-07-19,NA,7
"Misc","Nintendo","Suzak",NA,2009-10-19,NA,10
"Misc","THQ","Sapient Corporation",NA,2001-10-14,NA,10
"Misc","Unknown","Unknown",NA,2020-12-31,NA,12
"Misc","Strategy First","Unknown",NA,2003-07-30,NA,7
"Misc","Microsoft","Zen Studios",NA,2008-04-16,NA,4
"Misc","Cellar Door Games","Unknown",NA,2013-06-27,NA,6
"Misc","Cellar Door Games","Unknown",NA,2013-06-27,NA,6
"Misc","Unknown","Unknown",NA,2014-04-24,NA,4
"Misc","HAL Laboratory","HAL Laboratory",NA,1990-02-01,NA,2
"Misc","Quinrose","Unknown",NA,2014-03-27,NA,3
"Misc","Mobest Media","Unknown",NA,2013-04-12,NA,4
"Misc","Mobest Media","Unknown",NA,2012-12-13,NA,12
"Misc","Mobest Media","Unknown",NA,2013-02-19,NA,2
"Misc","Mobest Media","Unknown",NA,2012-12-13,NA,12
"Misc","Mobest Media","Unknown",NA,2013-01-21,NA,1
"Misc","Chillingo","Unknown",NA,2012-11-16,NA,11
"Misc","Lucid Games","Unknown",NA,2014-05-03,NA,5
"Misc","Aqua Plus","Unknown",NA,2007-01-25,NA,1
"Misc","Aqua Plus","Unknown",NA,2007-01-25,NA,1
"Misc","Kiss","Unknown",NA,2014-05-08,NA,5
"Misc","flaregames","Unknown",NA,2014-03-06,NA,3
"Misc","Fun","Unknown",NA,2013-01-23,NA,1
"Misc","5pb","Unknown",NA,2014-01-30,NA,1
"Misc","5pb","Unknown",NA,2014-01-30,NA,1
"Misc","Microsoft","Remyremrem",NA,2008-12-05,NA,12
"Misc","Kemco","Unknown",NA,2013-09-30,NA,9
"Misc","Kemco","Unknown",NA,2014-02-03,NA,2
"Misc","Kotobuki Solution Co., Ltd.","Unknown",NA,2013-10-13,NA,10
"Misc","Kemco","Unknown",NA,2014-05-01,NA,5
"Misc","Unity Games","Unknown",NA,2014-01-15,NA,1
"Misc","Bulkypix","Unknown",NA,2014-05-28,NA,5
"Misc","THQ","Mattel Interactive",NA,2000-01-01,NA,1
"Misc","Mattel Interactive","Mattel Interactive",NA,1999-09-15,NA,9
"Misc","5pb","Unknown",NA,2013-09-26,NA,9
"Misc","5pb","Unknown",NA,2013-09-26,NA,9
"Misc","Akatsuki Works","Unknown",NA,2008-06-26,NA,6
"Misc","Atari","High Voltage Software",NA,1995-01-01,NA,1
"Misc","Microsoft","Justin Le Clair",NA,2009-01-27,NA,1
"Misc","Microsoft","Aztecgames",NA,2011-08-29,NA,8
"Misc","Games Factory Online","Engine Software",NA,2010-10-04,NA,10
"Misc","Nikita","Unknown",NA,2014-05-26,NA,5
"Misc","Paradox Interactive","Unknown",NA,2016-01-01,NA,1
"Misc","Zynga","Unknown",NA,2013-11-20,NA,11
"Misc","Two Tribes","Unknown",NA,2013-12-12,NA,12
"Misc","Two Tribes","Unknown",NA,2010-12-03,NA,12
"Misc","Cinemax","Cinemax",NA,2010-08-23,NA,8
"Misc","Cinemax","Cinemax",NA,2010-12-06,NA,12
"Misc","TopWare Interactive","Unknown",NA,2020-12-31,NA,12
"Misc","TopWare Interactive","Unknown",NA,2020-12-31,NA,12
"Misc","TopWare Interactive","Unknown",NA,2020-12-31,NA,12
"Misc","TopWare Interactive","Unknown",NA,2020-12-31,NA,12
"Misc","Gainax Network Systems","CRI",NA,1997-11-27,NA,11
"Misc","Unknown","Unknown",NA,2016-01-01,NA,1
"Misc","Unknown","Unknown",NA,2015-01-01,NA,1
"Misc","Unknown","Unknown",NA,2015-01-01,NA,1
"Misc","Unknown","Unknown",NA,2015-01-01,NA,1
"Misc","SilverStar","Silver Star Japan",NA,2009-08-19,NA,8
"Misc","I'Max","SilverStarJapan",NA,2002-10-24,NA,10
"Misc","Hamster Corporation","SilverStarJapan",NA,2010-10-27,NA,10
"Misc","Electronic Arts","SilverStar",NA,2008-06-24,NA,6
"Misc","SilverStar","SilverStar",NA,2009-09-16,NA,9
"Misc","I.Magic","I.Magic",NA,2002-08-29,NA,8
"Misc","Sony Computer Entertainment","I.Magic",NA,2010-10-13,NA,10
"Misc","SilverStar","SilverStarJapan",NA,2008-10-07,NA,10
"Misc","I'Max","I'Max",NA,2002-10-24,NA,10
"Misc","NCS","NCS",NA,2009-08-20,NA,8
"Misc","Sega","Sega",NA,2007-07-19,NA,7
"Misc","Culture Brain","Culture Brain",NA,1999-06-25,NA,6
"Misc","DigiCube","DigiCube",NA,2003-02-20,NA,2
"Misc","Marvelous Interactive","Marvelous",NA,2000-04-20,NA,4
"Misc","Sega","Unknown",NA,2004-12-31,NA,12
"Misc","Sega","Unknown",NA,2002-03-21,NA,3
"Misc","Sega","Red 5 Software",NA,1998-12-23,NA,12
"Misc","Sega","Overworks",NA,2000-12-28,NA,12
"Misc","Unknown","WaiS",NA,2011-02-16,NA,2
"Misc","Visit","Visit",NA,2001-05-10,NA,5
"Misc","The Adventure Company","Unknown",NA,2007-08-07,NA,8
"Misc","The Adventure Company","Unknown",NA,2008-10-15,NA,10
"Misc","Sega","Sonic Team",7.6,2000-10-16,NA,10
"Misc","Sega","Sonic Team",9.6,2000-12-14,NA,12
"Misc","Desura","Unknown",NA,2020-12-31,NA,12
"Misc","UFO Interactive","Unknown",NA,2012-10-04,NA,10
"Misc","MADFINGER Games","Unknown",NA,2011-06-24,NA,6
"Misc","MADFINGER Games","Unknown",NA,2011-03-23,NA,3
"Misc","Space Ape Games","Unknown",NA,2013-09-30,NA,9
"Misc","Glu Mobile Inc.","Unknown",NA,2013-03-06,NA,3
"Misc","D3Publisher","Unknown",NA,2013-09-10,NA,9
"Misc","D3Publisher","Unknown",NA,2013-05-15,NA,5
"Misc","Coffee Stain Studios","Unknown",NA,2013-05-15,NA,5
"Misc","Unknown","Unknown",NA,2013-02-22,NA,2
"Misc","Fox Interactive","Unknown",NA,2000-09-20,NA,9
"Misc","Imagineer","Imagineer",NA,1997-12-05,NA,12
"Misc","Capcom","Unknown",NA,2011-12-06,NA,12
"Misc","Ubisoft Romania","Unknown",NA,2015-01-01,NA,1
"Misc","Ubisoft Romania","Unknown",NA,2015-01-01,NA,1
"Misc","Ubisoft Romania","Unknown",NA,2015-01-01,NA,1
"Misc","Microsoft","Thomas Bedran",NA,2008-11-21,NA,11
"Misc","Waka Interactive Entertainment","Waka Interactive Entertainment",NA,1997-08-09,NA,8
"Misc","Waka Interactive Entertainment","Waka Interactive Entertainment",NA,1998-07-30,NA,7
"Misc","Smack Down Productions","Unknown",NA,2012-06-21,NA,6
"Misc","HeroCraft","Unknown",NA,2013-11-14,NA,11
"Misc","Unknown","Unknown",NA,2014-03-21,NA,3
"Misc","Microsoft","notohoho",NA,2009-08-13,NA,8
"Misc","Unknown","PixelTales",NA,NA,NA,NA
"Misc","Microsoft","WolRon",NA,2009-11-02,NA,11
"Misc","Unknown","Unknown",NA,NA,NA,NA
"Misc","Screenlife","Sarbakan",NA,2011-11-30,NA,11
"Misc","Scholastic Inc.","TOPICS Entertainment",NA,2004-06-23,NA,6
"Misc","Toei Animation","Shouei",NA,1990-12-07,NA,12
"Misc","Ubisoft","Runecraft",NA,2001-11-30,NA,11
"Misc","Ubisoft","Runecraft",NA,2002-03-28,NA,3
"Misc","Electronic Arts","Stainless Games",NA,2009-09-30,NA,9
"Misc","Dakko Dakko","Unknown",NA,2014-05-15,NA,5
"Misc","Zynga","Unknown",NA,2012-03-15,NA,3
"Misc","Unknown","Commotion Interactive",NA,NA,NA,NA
"Misc","Unknown","Commotion Interactive",NA,NA,NA,NA
"Misc","Mojang","Unknown",NA,2014-01-01,NA,1
"Misc","Ubisoft","Unknown",NA,1989-07-01,NA,7
"Misc","Ubisoft","Unknown",NA,2013-12-01,NA,12
"Misc","Ubisoft","Unknown",NA,2013-09-01,NA,9
"Misc","Ubisoft","Unknown",NA,2014-07-01,NA,7
"Misc","Ubisoft","Unknown",NA,2014-07-01,NA,7
"Misc","Big Fish Games","Unknown",NA,2012-01-16,NA,1
"Misc","Big Fish Games","Unknown",NA,2013-10-19,NA,10
"Misc","Big Fish Games","Unknown",NA,2011-11-30,NA,11
"Misc","Big Fish Games","Unknown",NA,2011-11-30,NA,11
"Misc","Big Fish Games","Unknown",NA,2011-12-07,NA,12
"Misc","Big Fish Games","Unknown",NA,2011-12-07,NA,12
"Misc","Activision Value","Unknown",NA,2003-09-29,NA,9
"Misc","Activision Value","Unknown",NA,2005-01-25,NA,1
"Misc","Unknown","Unknown",NA,2013-11-07,NA,11
"Misc","Nobilis","Smack Down Productions",NA,2009-06-26,NA,6
"Misc","Switchblade Monkeys","Unknown",NA,2014-12-02,NA,12
"Misc","Activision Value","Unknown",NA,2008-11-04,NA,11
"Misc","Activision Value","Unknown",NA,2008-11-04,NA,11
"Misc","Activision Value","Unknown",NA,2003-10-28,NA,10
"Misc","Working Designs","Rutubo Games",NA,1997-01-01,NA,1
"Misc","Virgin Interactive","Unknown",NA,1995-01-01,NA,1
"Misc","Sega","Sega",NA,2005-10-27,NA,10
"Misc","Sega","Sega",NA,2005-12-22,NA,12
"Misc","SegaSoft","Unknown",NA,1997-06-30,NA,6
"Misc","Sega","Sega",NA,1992-10-12,NA,10
"Misc","Sega","Sega",NA,1994-01-01,NA,1
"Misc","Sega","Sega",NA,1999-09-09,NA,9
"Misc","Sega","Sega",NA,1991-01-01,NA,1
"Misc","Unknown","SEGA Enterprises Ltd.",NA,NA,NA,NA
"Misc","Sega","Sega",NA,2011-03-15,NA,3
"Misc","Sega","Sega",NA,2009-09-30,NA,9
"Misc","SNK Playmore","Unknown",NA,1999-11-30,NA,11
"Misc","Sega","Wow Entertainment / Smilebit",NA,2002-10-15,NA,10
"Misc","Activision","Sega",NA,2003-11-09,NA,11
"Misc","Sega","Sega",NA,1999-02-01,NA,2
"Misc","Sega","Sega",NA,2000-01-01,NA,1
"Misc","Sega","Sega",5.8,2001-01-31,NA,1
"Misc","Enix","Enix Corporation",NA,1999-06-03,NA,6
"Misc","Sega","Sega",NA,1998-10-29,NA,10
"Misc","Unknown","Ariadne",NA,1995-02-17,NA,2
"Misc","Gaps","Gaps",NA,2000-04-14,NA,4
"Misc","Sims","SIMS",NA,2010-04-20,NA,4
"Misc","Sims","SIMS",NA,2010-05-11,NA,5
"Misc","SilverStar","SilverStar",NA,2001-11-29,NA,11
"Misc","SilverStar","SilverStar",NA,2003-01-23,NA,1
"Misc","SilverStar","SilverStar",NA,2003-10-23,NA,10
"Misc","Magnolia","Magnolia",NA,2004-05-27,NA,5
"Misc","Magnolia","Magnolia",NA,2004-06-10,NA,6
"Misc","Magnolia","Magnolia",NA,2005-08-11,NA,8
