"console","genre","publisher","developer","critic_score","total_sales","release_month"
"PS2","Sports","EA Sports BIG","EA Canada",9.2,1.73,11
"PS2","Shooter","Activision","Rebellion Developments",6.8,1.72,11
"PS2","Action","Rockstar Games","Rockstar North",9.7,1.72,10
"PS4","Shooter","Electronic Arts","Respawn Entertainment",8.9,1.72,10
"Wii","Misc","MTV Games","Harmonix Music Systems",9,1.71,9
"PS3","Shooter","Valve","Valve Software",9.6,1.71,4
"PC","Shooter","Activision","Infinity Ward",8,1.71,11
"PSV","Shooter","Activision","Nihilistic",3.2,1.71,11
"Wii","Sports","Activision","Cauldron",5.5,1.7,9
"PS2","Sports","Electronic Arts","EA Sports",8.9,1.7,7
"PC","Simulation","Electronic Arts","The Sims Studio",7.5,1.69,10
"GBA","Action","Electronic Arts","Griptonite Games",6.6,1.69,11
"GBA","Role-Playing","Infogrames","Webfoot Technologies",6.5,1.69,5
"X360","Racing","Electronic Arts","EA Vancouver",6.3,1.69,11
"PSP","Shooter","LucasArts","Rebellion Developments",7.5,1.68,10
"PS","Shooter","Namco","Namco",8.5,1.68,10
"XOne","Shooter","Ubisoft","Ubisoft Montreal",8.5,1.68,11
"PS3","Action","THQ","Volition Inc.",7.9,1.68,10
"PS3","Role-Playing","Electronic Arts","BioWare Edmonton",8.7,1.67,11
"PS2","Platform","THQ","Heavy Iron Studios",5.8,1.67,10
"PS2","Sports","Electronic Arts","EA Tiburon",8.1,1.67,7
"XB","Racing","Microsoft Game Studios","Bizarre Creations",8.9,1.67,11
"Wii","Sports","Ubisoft","Ubisoft Montreal",7.8,1.66,11
"X360","Racing","Electronic Arts","EA Black Box",7.9,1.65,10
"Wii","Simulation","Electronic Arts","EA Redwood Shores",7.1,1.65,9
"X360","Shooter","Electronic Arts","EA Montreal",6.7,1.64,3
"PS","Platform","Sony Computer Entertainment","SCE Japan Studio",9.3,1.63,5
"PSV","Action","Sony Computer Entertainment","SCEA Bend Studio / Naughty Dog",7.9,1.62,2
"PS4","Shooter","Sony Computer Entertainment","Ready at Dawn",6.2,1.62,2
"PC","Shooter","Activision","Treyarch",8.5,1.62,11
"PS3","Misc","MTV Games","Harmonix Music Systems",9.1,1.62,11
"X360","Simulation","Microsoft Game Studios","Frontier Studio",7.5,1.62,11
"XOne","Shooter","Ubisoft","Ubisoft Paris",7.7,1.61,3
"X360","Shooter","Bethesda Softworks","id Software",7.9,1.6,10
"X360","Action","Square Enix","Avalanche Studios",8,1.6,3
"PS3","Sports","Konami","Konami",7.1,1.59,3
"PS","Fighting","Namco","Namco",8.6,1.59,1
"X360","Adventure","Warner Bros. Interactive","Traveller's Tales",7.9,1.59,6
"X360","Shooter","Ubisoft","Ubisoft Montreal",8.5,1.59,10
"PS3","Platform","Sega","Sonic Team",7.3,1.59,11
"X360","Sports","EA Sports","EA Canada",9,1.59,9
"PS3","Action","Capcom","Capcom",8.2,1.58,2
"Wii","Action","Disney Interactive Studios","Traveller's Tales",7.5,1.57,5
"PS2","Sports","Konami","Konami",7.2,1.57,11
"PS","Action","Sony Computer Entertainment","SingleTrac",7,1.56,11
"PS3","Fighting","Warner Bros. Interactive","NetherRealm Studios",8.4,1.56,4
"X360","Action","2K Games","Illusion Softworks",7.2,1.56,8
"N64","Shooter","Electronic Arts","Eurocom Entertainment Software",7.4,1.55,10
"Wii","Misc","Activision","Vicarious Visions",8.9,1.55,9
"PS3","Shooter","2K Games","2K Marin",8.5,1.55,2
"X360","Racing","Electronic Arts","Criterion Games",8.5,1.54,10
"PS","Shooter","Fox Interactive","Probe Entertainment Limited",8.5,1.54,8
"PS2","Role-Playing","Sony Computer Entertainment","Level 5",8.2,1.54,5
"Wii","Misc","Namco Bandai","Namco Bandai Games",7,1.54,10
"PS3","Fighting","EA Sports","EA Canada",8.6,1.52,6
"PSP","Racing","Sega","Backbone Entertainment",6.4,1.52,11
"XOne","Racing","Microsoft Studios","Turn 10 Studios",8.9,1.52,10
"X360","Shooter","Electronic Arts","Visceral Games",9.1,1.52,1
"PS3","Shooter","Activision","Treyarch",7.7,1.51,11
"Wii","Shooter","Activision","Treyarch",7.2,1.51,11
"PS3","Action","LucasArts","LucasArts",6.3,1.51,10
"PS3","Misc","MTV Games","Harmonix Music Systems",8.9,1.5,10
"PC","Sports","Sega","Sega",8.5,1.5,10
"N64","Fighting","THQ","Aki Corp.",9.1,1.5,11
"GC","Fighting","Namco","Namco",9.2,1.5,8
"PS2","Shooter","THQ","Volition Inc.",8.6,1.5,10
"PS","Sports","Midway Games","Midway Games",9.1,1.5,9
"PS3","Action","Konami Digital Entertainment","PlatinumGames",9,1.5,2
"X360","Action","Capcom","Blue Castle Games",8.2,1.49,9
"PS3","Action","2K Games","Illusion Softworks",7,1.49,8
"DS","Strategy","Warner Bros. Interactive","Hellbent Games",5,1.48,4
"X360","Action","LucasArts","Traveller's Tales",7.9,1.48,3
"Wii","Misc","Disney Interactive Studios","Zoe Mode",6.8,1.48,10
"X360","Shooter","Activision","Treyarch",6.6,1.48,11
"XB","Action","Ubisoft","Ubisoft Shanghai",9.2,1.48,3
"X360","Misc","Sega","Backbone Entertainment",8.1,1.48,2
"X360","Fighting","EA Sports","EA Chicago",8.6,1.47,2
"WiiU","Misc","Mojang","4J Studios",5.5,1.47,6
"DS","Puzzle","Warner Bros. Interactive","5TH Cell",7.9,1.47,10
"X360","Shooter","Electronic Arts","EA Digital Illusions CE",8.6,1.46,6
"PS3","Role-Playing","Electronic Arts","BioWare",8.9,1.46,3
"PS3","Role-Playing","Electronic Arts","BioWare Edmonton",9.3,1.46,1
"X360","Shooter","THQ","Kaos Studios",6.7,1.46,3
"GC","Puzzle","Sega","Amusement Vision",9,1.46,11
"Wii","Shooter","Sega","Sega",6.5,1.45,3
"Wii","Racing","Sega","Sumo Digital",7.9,1.45,2
"PSP","Misc","Sega","Sega",8.3,1.45,11
"PSP","Racing","Sega","Backbone Entertainment",7,1.44,11
"X360","Action","LucasArts","LucasArts",6.3,1.44,10
"PS3","Shooter","2K Games","2K Boston / 2K Australia / 2K Marin",9.3,1.44,10
"X360","Racing","Microsoft Game Studios","Big Park",5.6,1.43,11
"PS3","Shooter","Electronic Arts","Visceral Games",9,1.43,1
"X360","Fighting","THQ","Yuke's Media Creations",7.3,1.43,11
"Wii","Misc","Electronic Arts","EA Los Angeles",6.5,1.43,11
"PS3","Fighting","THQ","Yuke's Future Media Creators",8.4,1.42,5
"Wii","Misc","Ubisoft","Ubisoft Montpellier",7.5,1.42,11
"PSP","Action","LucasArts","Traveller's Tales",8.4,1.41,9
"Wii","Adventure","LucasArts","Traveller's Tales",7.5,1.41,11
"GC","Action","Eidos Interactive","Traveller's Tales",7.9,1.41,10
"PS2","Racing","Sony Computer Entertainment","Incognito Inc.",8.9,1.41,6
"PS","Sports","Sony Computer Entertainment","SCEA",8.3,1.4,10
"XB","Action","Activision","Treyarch",7.7,1.4,4
"PC","Strategy","Ubisoft","Blue Byte Studio",8.7,1.4,11
"X360","Fighting","EA Sports","EA Canada",8.7,1.4,6
"X360","Shooter","Electronic Arts","EA Redwood Shores",8.9,1.4,10
"X360","Platform","Sega","Sonic Team",7.7,1.39,11
"DS","Action","Activision","MTO",6.4,1.38,10
"XOne","Sports","505 Games","Psyonix Studios",8,1.38,7
"PSP","Simulation","Electronic Arts","Maxis",6.2,1.38,12
"X360","Shooter","Square Enix","Eidos Montreal",8.8,1.38,8
"PS3","Shooter","Ubisoft","Ubisoft Montreal",8.4,1.38,10
"PS3","Shooter","Square Enix","Eidos Montreal",8.8,1.38,8
"PS3","Action","Capcom","Blue Castle Games",8.1,1.37,9
"PS3","Adventure","Warner Bros. Interactive","Traveller's Tales",7.9,1.37,6
"Wii","Shooter","Activision","Treyarch",7.5,1.37,11
"X360","Shooter","Electronic Arts","Crytek",8.7,1.37,3
"X360","Racing","Electronic Arts","EA Black Box",5.5,1.37,11
"PS","Misc","Activision","Livesay Technologies, Inc.",3.8,1.37,9
"Wii","Action","Nintendo","Nintendo SPD Production Group 1/Team Ninja",7.7,1.36,8
"GBA","Platform","Vivendi Games","Vicarious Visions",7.5,1.36,1
"Wii","Shooter","Activision","Eurocom Entertainment Software",8,1.36,11
"PS3","Fighting","Capcom","Capcom",8.2,1.36,2
"PS4","Shooter","Bethesda Softworks","MachineGames",9,1.36,10
"Wii","Misc","Electronic Arts","EA Bright Light",6.4,1.36,10
"DS","Puzzle","Majesco","Taito Corporation",6.6,1.36,3
"PSP","Sports","EA Sports","EA Canada",7.9,1.35,10
"PSP","Sports","EA Sports","EA Canada",8.1,1.35,10
"X360","Racing","Electronic Arts","Criterion",8.9,1.35,1
"PS3","Shooter","Electronic Arts","EA Digital Illusions CE",8.6,1.34,6
"PS3","Racing","Codemasters","Codemasters Birmingham",8.4,1.34,9
"PS2","Shooter","Rockstar Games","Remedy Entertainment",6.8,1.34,12
"GC","Platform","Nintendo","Nintendo EAD Tokyo",7.9,1.34,3
"PS3","Adventure","Sony Computer Entertainment","Bluepoint Games",9,1.34,9
"PS2","Racing","Electronic Arts","EA Black Box",7.7,1.34,10
"PC","Strategy","Electronic Arts","Westwood Studios",8.9,1.34,10
"PS3","Shooter","Ubisoft","Ubisoft Montreal",8.2,1.34,3
"X360","Action","Capcom","Capcom",8.5,1.34,2
"PS3","Fighting","THQ","Yuke's Media Creations",7.3,1.33,11
"X360","Action","Microsoft Game Studios","Remedy Entertainment",8.3,1.33,5
"PS3","Shooter","Electronic Arts","Crytek",8.8,1.33,3
"DS","Adventure","Rockstar Games","Rockstar Leeds/North",9.5,1.33,3
"GBA","Platform","Activision","Digital Eclipse",7.9,1.33,4
"GB","Sports","Activision","Natsume",7.1,1.33,2
"PS4","Role-Playing","Bethesda Softworks","Bethesda Game Studios",5.1,1.32,11
"PS3","Shooter","Bethesda Softworks","id Software",7.9,1.32,10
"PS3","Shooter","Sony Computer Entertainment","Zipper Interactive",7.4,1.32,1
"X360","Fighting","THQ","Yuke's Future Media Creators",8.6,1.32,5
"PSP","Racing","Electronic Arts","Team Fusion",7.6,1.32,3
"PS2","Platform","Activision","Toys for Bob",6.4,1.31,5
"X360","Misc","MTV Games","Harmonix Music Systems",8.9,1.31,9
"X360","Action","Activision","Radical Entertainment",7.9,1.31,6
"PS3","Adventure","Warner Bros. Interactive","Traveller's Tales",7.2,1.31,9
"XB","Racing","Electronic Arts","Criterion Games",9.3,1.31,9
"PSP","Adventure","Warner Bros. Interactive","Traveller's Tales",7.9,1.3,9
"PS2","Sports","EA Sports","EA Canada",6.3,1.3,9
"PS2","Shooter","Atari","Melbourne House",7.8,1.29,5
"PS4","Action-Adventure","Sony Interactive Entertainment","SIE Japan Studio",7.9,1.29,12
"PS2","Role-Playing","Sony Online Entertainment","Snowblind Studios",8.5,1.28,2
"PS2","Action","Rockstar Games","Rockstar North",8,1.28,11
"PS","Racing","989 Studios","989 Studios",6.7,1.28,10
"Wii","Racing","Electronic Arts","EA Black Box",6.4,1.28,11
"PS2","Role-Playing","Bandai","CyberConnect2",7.7,1.27,2
"PS2","Adventure","Warner Bros. Interactive","Traveller's Tales",7.6,1.27,9
"X360","Sports","2K Sports","Visual Concepts",8.3,1.27,10
"Wii","Sports","Electronic Arts","EA Vancouver",8,1.27,11
"X360","Fighting","THQ","Yuke's Co., Ltd.",7.5,1.27,11
"PS","Platform","Konami","Konami Computer Entertainment Tokyo",9.3,1.27,10
"PC","Simulation","Electronic Arts","Maxis",7.5,1.27,9
"PS3","Shooter","Sony Computer Entertainment","Slant Six Games",6.3,1.26,10
"Wii","Sports","Rockstar Games","Rockstar San Diego",6.8,1.26,10
"PSP","Action","Ubisoft","Griptonite Studio",6.3,1.26,11
"PC","Sports","Sega","Sports Interactive",8.9,1.26,11
"PS3","Adventure","Eidos Interactive","Crystal Dynamics",7.8,1.26,11
"PC","Strategy","Atari","Chris Sawyer",7.3,1.25,10
"DS","Racing","Disney Interactive Studios","Avalanche Software",6.5,1.25,6
"PS2","Shooter","Electronic Arts","Criterion Games",7.7,1.25,2
"X360","Racing","Electronic Arts","Electronic Arts",8.4,1.25,11
"DS","Platform","THQ","Helixe",7,1.25,6
"PS3","Racing","Electronic Arts","EA Black Box",7.8,1.24,11
"PS","Platform","GT Interactive","Oddworld Inhabitants",8.3,1.24,8
"PS3","Action","Activision","Radical Entertainment",8.1,1.24,6
"PS3","Sports","EA Sports","EA Canada",8.2,1.23,4
"PS2","Platform","Konami","Konami",3,1.23,11
"GBA","Platform","Nintendo","Rare Ltd.",7.6,1.23,11
"PSP","Shooter","LucasArts","Savage Entertainment",6.9,1.22,11
"PS","Sports","EA Sports","NuFX",8.3,1.22,10
"PS","Puzzle","Sony Computer Entertainment","Sony Computer Entertainment",7.4,1.22,9
"XB","Shooter","Rockstar Games","neo Software",8.6,1.22,12
"PSP","Racing","THQ","Locomotive Games",7.4,1.21,6
"PSP","Sports","EA Sports","EA Canada",8,1.21,10
"PS3","Action","Sega","PlatinumGames",8.6,1.21,1
"PSP","Sports","EA Sports","HB Studios",7,1.21,9
"DC","Sports","Sega","Visual Concepts",9.7,1.2,9
"PS3","Racing","Codemasters","Codemasters Birmingham",8.4,1.2,9
"PS2","Racing","Sony Computer Entertainment","Climax Group",7.5,1.2,11
"PS4","Action-Adventure","Konami Digital Entertainment","Kojima Productions",7.6,1.2,3
"PS3","Fighting","2K Sports","Yuke's",7.6,1.2,10
"PS4","Action-Adventure","Sony Interactive Entertainment","Bluepoint Games",9.3,1.2,2
"PSP","Sports","Konami","Konami Computer Entertainment Tokyo",8,1.2,2
"3DS","Sports","Sega","Sega",6.5,1.19,2
"PSP","Fighting","THQ","Yuke's Media Creations",7.3,1.19,11
"GC","Action","Activision","Treyarch",7.6,1.19,4
"PSP","Action","Konami","Kojima Productions",8.7,1.19,12
"PS3","Action","LucasArts","Traveller's Tales",8,1.18,3
"PS3","Fighting","THQ","Yuke's Co., Ltd.",9,1.18,11
"PS","Adventure","Konami","Konami Computer Entertainment Japan",6.8,1.18,9
"GBA","Sports","Activision","Vicarious Visions",8.9,1.18,5
"PS3","Action","Rockstar Games","Rockstar San Diego",10,1.18,11
"PSP","Adventure","LucasArts","Traveller's Tales",7.6,1.18,6
"PS3","Fighting","THQ","JAKKS Pacific",8.1,1.17,10
"PS2","Platform","Electronic Arts","Krome Studios",6.2,1.17,9
"N64","Action","Ocean","Infogrames",6.6,1.17,7
"PS3","Shooter","Electronic Arts","EA Montreal",7.4,1.17,3
"PSP","Shooter","Electronic Arts","Team Fusion",6.6,1.16,11
"X360","Shooter","City Interactive","City Interactive",4.3,1.16,6
"PSP","Sports","EA Sports","EA Canada",7.9,1.16,10
"PC","Strategy","Electronic Arts","Maxis",7,1.16,9
"PS","Fighting","Sony Computer Entertainment","Light Weight",8.2,1.16,9
"Wii","Sports","EA Sports","EA Vancouver",7.9,1.16,11
"X360","Platform","Electronic Arts","EA Digital Illusions CE",7.6,1.16,11
"XOne","Action","Microsoft Studios","Insomniac Games",8,1.16,10
"XB","Action","Eidos Interactive","Traveller's Tales",8,1.16,4
"NS","Role-Playing","Bethesda Softworks","Bethesda Softworks",8.6,1.15,11
"3DS","Role-Playing","Nintendo","Level 5 / Armor Project",8.8,1.15,1
"PC","Shooter","Activision","Infinity Ward",9.3,1.15,11
"PS3","Sports","Sony Computer Entertainment","Clap Hanz",8.3,1.14,3
"XB","Action","Electronic Arts","Hypnos Entertainment, Inc.",8.8,1.14,11
"N64","Shooter","Acclaim Entertainment","Iguana Entertainment",6,1.14,12
"PS","Role-Playing","Square","SquareSoft",8.4,1.14,10
"PS2","Adventure","Sony Computer Entertainment","Team ICO",9.1,1.14,10
"PS","Action","Take-Two Interactive","Unknown",5.1,1.14,7
"3DS","Action","LucasArts","Traveller's Tales",6.7,1.14,3
"X360","Fighting","Warner Bros. Interactive","NetherRealm Studios",8.3,1.14,4
"GBA","Action","Eidos Interactive","Amaze Entertainment",7.4,1.14,3
"PS3","Shooter","Activision","Treyarch",6.6,1.14,11
"X360","Sports","EA Sports","EA Tiburon",7.6,1.13,7
"PS3","Misc","Ubisoft","Ubisoft",8,1.13,10
"Wii","Adventure","Ubisoft","Ubisoft Montpellier",8,1.13,11
"PS3","Fighting","EA Sports","EA Canada",8.4,1.13,3
"X360","Misc","Activision","Neversoft Entertainment",9,1.13,9
"X360","Misc","Ubisoft","Ubisoft",8,1.13,10
"PS3","Racing","Sony Computer Entertainment","United Front Games",8.1,1.13,5
"X360","Shooter","Electronic Arts","PopCap Games",8,1.13,2
"GBA","Racing","THQ","Helixe",4.5,1.13,6
"PS3","Platform","Electronic Arts","EA Digital Illusions CE",7.7,1.13,11
"XB","Action","Activision","Treyarch",7.7,1.12,6
"X360","Shooter","Microsoft Game Studios","Ruffian Games",7.5,1.12,7
"X360","Fighting","2K Sports","Yuke's",7.6,1.12,10
"PSV","Racing","Electronic Arts","Criterion Games",7.4,1.12,10
"X360","Role-Playing","Electronic Arts","BioWare Corp.",8,1.12,3
"PS3","Misc","MTV Games","Harmonix Music Systems",8.7,1.12,9
"PSP","Shooter","Sony Computer Entertainment","Zipper Interactive",7.9,1.12,11
"XOne","Action-Adventure","2K Games","Hangar 13",6.8,1.11,10
"X360","Sports","EA Sports","EA Tiburon",7.5,1.11,7
"NS","Platform","Activision","Toys for Bob",6,1.11,6
"PS3","Action","Konami","Mercury Steam",8.1,1.11,10
"XB","Action","Ubisoft","Ubisoft Montreal",9.4,1.11,3
"X360","Action","Rockstar Games","Rockstar San Diego",10,1.11,11
"DS","Strategy","PopCap Games","PopCap Games",8.1,1.11,1
"PS2","Misc","MTV Games","Harmonix Music Systems",8.1,1.11,12
"NS","Sports","EA Sports","EA Vancouver",5.8,1.1,9
"DS","Action","LucasArts","Traveller's Tales",6.3,1.1,3
"PS3","Misc","Activision","Neversoft Entertainment",8.8,1.1,9
"PS3","Racing","Codemasters","Codemasters",8.6,1.1,6
"X360","Racing","Sega","O-TWO inc.",4.9,1.1,11
"X360","Action","Rockstar Games","Rockstar Vancouver/Mad Doc Software",8.1,1.09,3
"X360","Misc","Activision","FreeStyleGames",8.4,1.09,10
"PSP","Misc","Namco","Namco Tales Studio",7.9,1.09,8
"PS3","Misc","Square Enix","Unknown",7.1,1.09,2
"PS3","Action","Disney Interactive Studios","Avalanche Software",7.5,1.09,6
"X360","Sports","Electronic Arts","EA Black Box",8.2,1.09,1
"DC","Sports","Sega","Visual Concepts",9.6,1.09,9
"GBA","Role-Playing","Atari","Webfoot Technologies",7.6,1.09,6
"PSP","Role-Playing","Sony Online Entertainment","Sony Online Entertainment",6.5,1.09,3
"PSP","Action","LucasArts","Krome Studios",7.1,1.09,9
"PSP","Platform","Electronic Arts","EA Redwood Shores",6,1.08,11
"PS3","Action","Electronic Arts","Visceral Games",7.3,1.08,2
"GBA","Action","Disney Interactive Studios","Digital Eclipse",8,1.08,6
"PS","Sports","Midway Games","Point of View",7.6,1.08,10
"Wii","Sports","EA Sports","EA Canada",7,1.08,9
"GC","Shooter","Nintendo","Namco",6.6,1.08,2
"PS3","Fighting","Sega","Sega-AM2",8.7,1.08,2
"PS3","Sports","Konami Digital Entertainment","Konami",8.3,1.08,9
"PSP","Adventure","Rockstar Games","Rockstar Leeds",9.2,1.08,10
"GBA","Fighting","Atari","Webfoot Technologies",3.8,1.08,11
"DS","Simulation","Electronic Arts","Foundation 9",7.2,1.07,9
"X360","Adventure","Eidos Interactive","Crystal Dynamics",7.5,1.07,11
"PS2","Shooter","Activision","Treyarch",8.2,1.07,11
"PSP","Sports","Sony Computer Entertainment","SCEE London Studio",7,1.07,3
"PS3","Fighting","Namco Bandai","CyberConnect2",7.8,1.07,11
"SAT","Fighting","Sega","Sega-AM2",9,1.07,5
"X360","Fighting","Capcom","Capcom",8.4,1.07,2
"Wii","Sports","THQ","Blitz Games",7.7,1.07,10
"Wii","Sports","EA Sports","EA Tiburon",9,1.07,6
"PS3","Shooter","Electronic Arts","EA UK",8.7,1.07,12
"DS","Action","LucasArts","Amaze Entertainment",4.9,1.07,9
"PS3","Adventure","Ubisoft","Ubisoft Montreal",8.3,1.07,12
"Wii","Adventure","Nintendo","Arika",6.8,1.06,1
"X360","Shooter","Electronic Arts","Pandemic Studios",7.1,1.06,8
"PS3","Shooter","Sony Computer Entertainment","Incognito Entertainment",8.4,1.06,8
"3DS","Platform","Sega","Sonic Team",6.3,1.06,11
"PS2","Fighting","Midway Games","Midway Games",7.4,1.06,10
"X360","Shooter","Sega","Rebellion Developments",6,1.06,2
"GBA","Platform","Activision","Digital Eclipse",7,1.06,6
"Wii","Sports","Sega","Sumo Digital",7,1.06,3
"PS2","Racing","Conspiracy Entertainment","Barnhouse Effect",5.6,1.06,12
"X360","Action","THQ","Vigil Games",7.8,1.06,1
"PS3","Racing","Codemasters","Codemasters",9,1.06,5
"XB","Racing","Microsoft Game Studios","Turn 10 Studios",9.2,1.05,5
"PS3","Music","Ubisoft","Ubisoft San Francisco",9.1,1.05,10
"PS3","Racing","Codemasters","Codemasters",8.3,1.05,9
"PS","Sports","Acclaim Entertainment","Z-Axis, Ltd.",7.4,1.05,9
"DS","Racing","Sega","Sumo Digital",8.3,1.05,2
"Wii","Adventure","Electronic Arts","EA Redwood Shores",7.5,1.05,9
"Wii","Shooter","Capcom","Cavia, inc.",7.2,1.05,11
"PSP","Shooter","Sony Computer Entertainment","Zipper Interactive",8.2,1.05,11
"DS","Shooter","Activision","n-Space",7.3,1.05,11
"X360","Shooter","Bethesda Softworks","Splash Damage",6.8,1.04,5
"PS3","Shooter","Sega","Rebellion Developments",6.1,1.04,2
"PS3","Action-Adventure","Square Enix","United Front Games",8.1,1.04,8
"PS","Adventure","Eidos Interactive","Crystal Dynamics",8.9,1.04,8
"XB","Racing","Electronic Arts","EA Canada",8.5,1.04,11
"PSP","Racing","Sony Computer Entertainment","Studio Liverpool",9.1,1.04,3
"X360","Platform","Electronic Arts","EA Redwood Shores",6.9,1.04,10
"N64","Puzzle","Hudson Soft","Hudson Soft",6.1,1.04,12
"PSP","Racing","Sony Computer Entertainment","Bigbig Studios",7.7,1.04,9
"GC","Fighting","D3 Publisher","8ing/Raizing",7.4,1.04,9
"X360","Action","Disney Interactive Studios","Traveller's Tales",7.2,1.04,5
